schid,schname,keyword,keynum,monthorweek,index
0,young harris college,young harris college,1,2014-03-30 - 2014-04-05,33
0,young harris college,young harris college,1,2014-04-06 - 2014-04-12,46
0,young harris college,young harris college,1,2014-04-13 - 2014-04-19,41
0,young harris college,young harris college,1,2014-04-20 - 2014-04-26,37
0,young harris college,young harris college,1,2014-04-27 - 2014-05-03,41
0,young harris college,young harris college,1,2014-05-04 - 2014-05-10,30
0,young harris college,young harris college,1,2014-05-11 - 2014-05-17,39
0,young harris college,young harris college,1,2014-05-18 - 2014-05-24,39
0,young harris college,young harris college,1,2014-05-25 - 2014-05-31,24
0,young harris college,young harris college,1,2014-06-01 - 2014-06-07,44
0,young harris college,young harris college,1,2014-06-08 - 2014-06-14,36
0,young harris college,young harris college,1,2014-06-15 - 2014-06-21,34
0,young harris college,young harris college,1,2014-06-22 - 2014-06-28,32
0,young harris college,young harris college,1,2014-06-29 - 2014-07-05,37
0,young harris college,young harris college,1,2014-07-06 - 2014-07-12,35
0,young harris college,young harris college,1,2014-07-13 - 2014-07-19,36
0,young harris college,young harris college,1,2014-07-20 - 2014-07-26,32
0,young harris college,young harris college,1,2014-07-27 - 2014-08-02,33
0,young harris college,young harris college,1,2014-08-03 - 2014-08-09,36
0,young harris college,young harris college,1,2014-08-10 - 2014-08-16,35
0,young harris college,young harris college,1,2014-08-17 - 2014-08-23,41
0,young harris college,young harris college,1,2014-08-24 - 2014-08-30,33
0,young harris college,young harris college,1,2014-08-31 - 2014-09-06,36
0,young harris college,young harris college,1,2014-09-07 - 2014-09-13,37
0,young harris college,young harris college,1,2014-09-14 - 2014-09-20,35
0,young harris college,young harris college,1,2014-09-21 - 2014-09-27,43
0,young harris college,young harris college,1,2014-09-28 - 2014-10-04,41
0,young harris college,young harris college,1,2014-10-05 - 2014-10-11,34
0,young harris college,young harris college,1,2014-10-12 - 2014-10-18,51
0,young harris college,young harris college,1,2014-10-19 - 2014-10-25,38
0,young harris college,young harris college,1,2014-10-26 - 2014-11-01,40
0,young harris college,young harris college,1,2014-11-02 - 2014-11-08,43
0,young harris college,young harris college,1,2014-11-09 - 2014-11-15,38
0,young harris college,young harris college,1,2014-11-16 - 2014-11-22,47
0,young harris college,young harris college,1,2014-11-23 - 2014-11-29,34
0,young harris college,young harris college,1,2014-11-30 - 2014-12-06,32
0,young harris college,young harris college,1,2014-12-07 - 2014-12-13,26
0,young harris college,young harris college,1,2014-12-14 - 2014-12-20,24
0,young harris college,young harris college,1,2014-12-21 - 2014-12-27,17
0,young harris college,young harris college,1,2014-12-28 - 2015-01-03,23
0,young harris college,young harris college,1,2015-01-04 - 2015-01-10,30
0,young harris college,young harris college,1,2015-01-11 - 2015-01-17,31
0,young harris college,young harris college,1,2015-01-18 - 2015-01-24,35
0,young harris college,young harris college,1,2015-01-25 - 2015-01-31,36
0,young harris college,young harris college,1,2015-02-01 - 2015-02-07,49
0,young harris college,young harris college,1,2015-02-08 - 2015-02-14,45
0,young harris college,young harris college,1,2015-02-15 - 2015-02-21,39
0,young harris college,young harris college,1,2015-02-22 - 2015-02-28,43
0,young harris college,young harris college,1,2015-03-01 - 2015-03-07,37
0,young harris college,young harris college,1,2015-03-08 - 2015-03-14,33
0,young harris college,young harris college,1,2015-03-15 - 2015-03-21,32
0,young harris college,young harris college,1,2015-03-22 - 2015-03-28,38
0,young harris college,young harris college,1,2015-03-29 - 2015-04-04,34
0,young harris college,young harris college,1,2015-04-05 - 2015-04-11,38
0,young harris college,young harris college,1,2015-04-12 - 2015-04-18,40
0,young harris college,young harris college,1,2015-04-19 - 2015-04-25,39
0,young harris college,young harris college,1,2015-04-26 - 2015-05-02,38
0,young harris college,young harris college,1,2015-05-03 - 2015-05-09,34
0,young harris college,young harris college,1,2015-05-10 - 2015-05-16,32
0,young harris college,young harris college,1,2015-05-17 - 2015-05-23,26
0,young harris college,young harris college,1,2015-05-24 - 2015-05-30,30
0,young harris college,young harris college,1,2015-05-31 - 2015-06-06,27
0,young harris college,young harris college,1,2015-06-07 - 2015-06-13,33
0,young harris college,young harris college,1,2015-06-14 - 2015-06-20,28
0,young harris college,young harris college,1,2015-06-21 - 2015-06-27,31
0,young harris college,young harris college,1,2015-06-28 - 2015-07-04,35
0,young harris college,young harris college,1,2015-07-05 - 2015-07-11,32
0,young harris college,young harris college,1,2015-07-12 - 2015-07-18,35
0,young harris college,young harris college,1,2015-07-19 - 2015-07-25,27
0,young harris college,young harris college,1,2015-07-26 - 2015-08-01,38
0,young harris college,young harris college,1,2015-08-02 - 2015-08-08,35
0,young harris college,young harris college,1,2015-08-09 - 2015-08-15,47
0,young harris college,young harris college,1,2015-08-16 - 2015-08-22,56
0,young harris college,young harris college,1,2015-08-23 - 2015-08-29,56
0,young harris college,young harris college,1,2015-08-30 - 2015-09-05,41
0,young harris college,young harris college,1,2015-09-06 - 2015-09-12,39
0,young harris college,young harris college,1,2015-09-13 - 2015-09-19,42
0,young harris college,young harris college,1,2015-09-20 - 2015-09-26,50
0,young harris college,young harris college,1,2015-09-27 - 2015-10-03,40
0,young harris college,young harris college,1,2015-10-04 - 2015-10-10,41
0,young harris college,young harris college,1,2015-10-11 - 2015-10-17,41
0,young harris college,young harris college,1,2015-10-18 - 2015-10-24,34
0,young harris college,young harris college,1,2015-10-25 - 2015-10-31,40
0,young harris college,young harris college,1,2015-11-01 - 2015-11-07,32
0,young harris college,young harris college,1,2015-11-08 - 2015-11-14,42
0,young harris college,young harris college,1,2015-11-15 - 2015-11-21,41
0,young harris college,young harris college,1,2015-11-22 - 2015-11-28,29
0,young harris college,young harris college,1,2015-11-29 - 2015-12-05,34
0,young harris college,young harris college,1,2015-12-06 - 2015-12-12,27
0,young harris college,young harris college,1,2015-12-13 - 2015-12-19,27
0,young harris college,young harris college,1,2015-12-20 - 2015-12-26,20
0,young harris college,young harris college,1,2015-12-27 - 2016-01-02,25
0,young harris college,young harris college,1,2016-01-03 - 2016-01-09,31
0,young harris college,young harris college,1,2016-01-10 - 2016-01-16,43
0,young harris college,young harris college,1,2016-01-17 - 2016-01-23,50
0,young harris college,young harris college,1,2016-01-24 - 2016-01-30,36
0,young harris college,young harris college,1,2016-01-31 - 2016-02-06,42
0,young harris college,young harris college,1,2016-02-07 - 2016-02-13,41
0,young harris college,young harris college,1,2016-02-14 - 2016-02-20,26
0,young harris college,young harris college,1,2016-02-21 - 2016-02-27,40
0,young harris college,young harris college,1,2016-02-28 - 2016-03-05,42
0,young harris college,young harris college,1,2016-03-06 - 2016-03-12,31
0,young harris college,young harris college,1,2016-03-13 - 2016-03-19,32
0,young harris college,young harris college,1,2016-03-20 - 2016-03-26,39
1,young harris college,yhc.edu,2,2013-03-31 - 2013-04-06,36
1,young harris college,yhc.edu,2,2013-04-07 - 2013-04-13,42
1,young harris college,yhc.edu,2,2013-04-14 - 2013-04-20,21
1,young harris college,yhc.edu,2,2013-04-21 - 2013-04-27,42
1,young harris college,yhc.edu,2,2013-04-28 - 2013-05-04,21
1,young harris college,yhc.edu,2,2013-05-05 - 2013-05-11,21
1,young harris college,yhc.edu,2,2013-05-12 - 2013-05-18,21
1,young harris college,yhc.edu,2,2013-05-19 - 2013-05-25,21
1,young harris college,yhc.edu,2,2013-05-26 - 2013-06-01,23
1,young harris college,yhc.edu,2,2013-06-02 - 2013-06-08,22
1,young harris college,yhc.edu,2,2013-06-09 - 2013-06-15,22
1,young harris college,yhc.edu,2,2013-06-16 - 2013-06-22,22
1,young harris college,yhc.edu,2,2013-06-23 - 2013-06-29,22
1,young harris college,yhc.edu,2,2013-06-30 - 2013-07-06,24
1,young harris college,yhc.edu,2,2013-07-07 - 2013-07-13,22
1,young harris college,yhc.edu,2,2013-07-14 - 2013-07-20,22
1,young harris college,yhc.edu,2,2013-07-21 - 2013-07-27,44
1,young harris college,yhc.edu,2,2013-07-28 - 2013-08-03,22
1,young harris college,yhc.edu,2,2013-08-04 - 2013-08-10,43
1,young harris college,yhc.edu,2,2013-08-11 - 2013-08-17,22
1,young harris college,yhc.edu,2,2013-08-18 - 2013-08-24,50
1,young harris college,yhc.edu,2,2013-08-25 - 2013-08-31,35
1,young harris college,yhc.edu,2,2013-09-01 - 2013-09-07,32
1,young harris college,yhc.edu,2,2013-09-08 - 2013-09-14,41
1,young harris college,yhc.edu,2,2013-09-15 - 2013-09-21,27
1,young harris college,yhc.edu,2,2013-09-22 - 2013-09-28,49
1,young harris college,yhc.edu,2,2013-09-29 - 2013-10-05,35
1,young harris college,yhc.edu,2,2013-10-06 - 2013-10-12,42
1,young harris college,yhc.edu,2,2013-10-13 - 2013-10-19,52
1,young harris college,yhc.edu,2,2013-10-20 - 2013-10-26,52
1,young harris college,yhc.edu,2,2013-10-27 - 2013-11-02,21
1,young harris college,yhc.edu,2,2013-11-03 - 2013-11-09,27
1,young harris college,yhc.edu,2,2013-11-10 - 2013-11-16,68
1,young harris college,yhc.edu,2,2013-11-17 - 2013-11-23,50
1,young harris college,yhc.edu,2,2013-11-24 - 2013-11-30,22
1,young harris college,yhc.edu,2,2013-12-01 - 2013-12-07,26
1,young harris college,yhc.edu,2,2013-12-08 - 2013-12-14,60
1,young harris college,yhc.edu,2,2013-12-15 - 2013-12-21,21
1,young harris college,yhc.edu,2,2013-12-22 - 2013-12-28,24
1,young harris college,yhc.edu,2,2013-12-29 - 2014-01-04,22
1,young harris college,yhc.edu,2,2014-01-05 - 2014-01-11,30
1,young harris college,yhc.edu,2,2014-01-12 - 2014-01-18,20
1,young harris college,yhc.edu,2,2014-01-19 - 2014-01-25,29
1,young harris college,yhc.edu,2,2014-01-26 - 2014-02-01,29
1,young harris college,yhc.edu,2,2014-02-02 - 2014-02-08,83
1,young harris college,yhc.edu,2,2014-02-09 - 2014-02-15,38
1,young harris college,yhc.edu,2,2014-02-16 - 2014-02-22,20
1,young harris college,yhc.edu,2,2014-02-23 - 2014-03-01,48
1,young harris college,yhc.edu,2,2014-03-02 - 2014-03-08,20
1,young harris college,yhc.edu,2,2014-03-09 - 2014-03-15,20
1,young harris college,yhc.edu,2,2014-03-16 - 2014-03-22,20
1,young harris college,yhc.edu,2,2014-03-23 - 2014-03-29,20
1,young harris college,yhc.edu,2,2014-03-30 - 2014-04-05,25
1,young harris college,yhc.edu,2,2014-04-06 - 2014-04-12,30
1,young harris college,yhc.edu,2,2014-04-13 - 2014-04-19,20
1,young harris college,yhc.edu,2,2014-04-20 - 2014-04-26,20
1,young harris college,yhc.edu,2,2014-04-27 - 2014-05-03,30
1,young harris college,yhc.edu,2,2014-05-04 - 2014-05-10,20
1,young harris college,yhc.edu,2,2014-05-11 - 2014-05-17,20
1,young harris college,yhc.edu,2,2014-05-18 - 2014-05-24,44
1,young harris college,yhc.edu,2,2014-05-25 - 2014-05-31,24
1,young harris college,yhc.edu,2,2014-06-01 - 2014-06-07,59
1,young harris college,yhc.edu,2,2014-06-08 - 2014-06-14,47
1,young harris college,yhc.edu,2,2014-06-15 - 2014-06-21,59
1,young harris college,yhc.edu,2,2014-06-22 - 2014-06-28,47
1,young harris college,yhc.edu,2,2014-06-29 - 2014-07-05,37
1,young harris college,yhc.edu,2,2014-07-06 - 2014-07-12,47
1,young harris college,yhc.edu,2,2014-07-13 - 2014-07-19,95
1,young harris college,yhc.edu,2,2014-07-20 - 2014-07-26,47
1,young harris college,yhc.edu,2,2014-07-27 - 2014-08-02,69
1,young harris college,yhc.edu,2,2014-08-03 - 2014-08-09,50
1,young harris college,yhc.edu,2,2014-08-10 - 2014-08-16,45
1,young harris college,yhc.edu,2,2014-08-17 - 2014-08-23,45
1,young harris college,yhc.edu,2,2014-08-24 - 2014-08-30,38
1,young harris college,yhc.edu,2,2014-08-31 - 2014-09-06,45
1,young harris college,yhc.edu,2,2014-09-07 - 2014-09-13,43
1,young harris college,yhc.edu,2,2014-09-14 - 2014-09-20,33
1,young harris college,yhc.edu,2,2014-09-21 - 2014-09-27,33
1,young harris college,yhc.edu,2,2014-09-28 - 2014-10-04,65
1,young harris college,yhc.edu,2,2014-10-05 - 2014-10-11,29
1,young harris college,yhc.edu,2,2014-10-12 - 2014-10-18,22
1,young harris college,yhc.edu,2,2014-10-19 - 2014-10-25,22
1,young harris college,yhc.edu,2,2014-10-26 - 2014-11-01,33
1,young harris college,yhc.edu,2,2014-11-02 - 2014-11-08,32
1,young harris college,yhc.edu,2,2014-11-09 - 2014-11-15,21
1,young harris college,yhc.edu,2,2014-11-16 - 2014-11-22,22
1,young harris college,yhc.edu,2,2014-11-23 - 2014-11-29,20
1,young harris college,yhc.edu,2,2014-11-30 - 2014-12-06,20
1,young harris college,yhc.edu,2,2014-12-07 - 2014-12-13,21
1,young harris college,yhc.edu,2,2014-12-14 - 2014-12-20,22
1,young harris college,yhc.edu,2,2014-12-21 - 2014-12-27,23
1,young harris college,yhc.edu,2,2014-12-28 - 2015-01-03,24
1,young harris college,yhc.edu,2,2015-01-04 - 2015-01-10,43
1,young harris college,yhc.edu,2,2015-01-11 - 2015-01-17,43
1,young harris college,yhc.edu,2,2015-01-18 - 2015-01-24,21
1,young harris college,yhc.edu,2,2015-01-25 - 2015-01-31,31
1,young harris college,yhc.edu,2,2015-02-01 - 2015-02-07,21
1,young harris college,yhc.edu,2,2015-02-08 - 2015-02-14,21
1,young harris college,yhc.edu,2,2015-02-15 - 2015-02-21,21
1,young harris college,yhc.edu,2,2015-02-22 - 2015-02-28,21
1,young harris college,yhc.edu,2,2015-03-01 - 2015-03-07,21
1,young harris college,yhc.edu,2,2015-03-08 - 2015-03-14,21
1,young harris college,yhc.edu,2,2015-03-15 - 2015-03-21,0
1,young harris college,yhc.edu,2,2015-03-22 - 2015-03-28,0
1,young harris college,yhc.edu,2,2015-03-29 - 2015-04-04,0
1,young harris college,yhc.edu,2,2015-04-05 - 2015-04-11,0
1,young harris college,yhc.edu,2,2015-04-12 - 2015-04-18,0
1,young harris college,yhc.edu,2,2015-04-19 - 2015-04-25,0
1,young harris college,yhc.edu,2,2015-04-26 - 2015-05-02,21
1,young harris college,yhc.edu,2,2015-05-03 - 2015-05-09,22
1,young harris college,yhc.edu,2,2015-05-10 - 2015-05-16,22
1,young harris college,yhc.edu,2,2015-05-17 - 2015-05-23,23
1,young harris college,yhc.edu,2,2015-05-24 - 2015-05-30,27
1,young harris college,yhc.edu,2,2015-05-31 - 2015-06-06,32
1,young harris college,yhc.edu,2,2015-06-07 - 2015-06-13,37
1,young harris college,yhc.edu,2,2015-06-14 - 2015-06-20,42
1,young harris college,yhc.edu,2,2015-06-21 - 2015-06-27,47
1,young harris college,yhc.edu,2,2015-06-28 - 2015-07-04,24
1,young harris college,yhc.edu,2,2015-07-05 - 2015-07-11,23
1,young harris college,yhc.edu,2,2015-07-12 - 2015-07-18,23
1,young harris college,yhc.edu,2,2015-07-19 - 2015-07-25,24
1,young harris college,yhc.edu,2,2015-07-26 - 2015-08-01,23
1,young harris college,yhc.edu,2,2015-08-02 - 2015-08-08,23
1,young harris college,yhc.edu,2,2015-08-09 - 2015-08-15,23
1,young harris college,yhc.edu,2,2015-08-16 - 2015-08-22,30
1,young harris college,yhc.edu,2,2015-08-23 - 2015-08-29,22
1,young harris college,yhc.edu,2,2015-08-30 - 2015-09-05,22
1,young harris college,yhc.edu,2,2015-09-06 - 2015-09-12,22
1,young harris college,yhc.edu,2,2015-09-13 - 2015-09-19,21
1,young harris college,yhc.edu,2,2015-09-20 - 2015-09-26,21
1,young harris college,yhc.edu,2,2015-09-27 - 2015-10-03,21
1,young harris college,yhc.edu,2,2015-10-04 - 2015-10-10,21
1,young harris college,yhc.edu,2,2015-10-11 - 2015-10-17,21
1,young harris college,yhc.edu,2,2015-10-18 - 2015-10-24,21
1,young harris college,yhc.edu,2,2015-10-25 - 2015-10-31,21
1,young harris college,yhc.edu,2,2015-11-01 - 2015-11-07,21
1,young harris college,yhc.edu,2,2015-11-08 - 2015-11-14,42
1,young harris college,yhc.edu,2,2015-11-15 - 2015-11-21,22
1,young harris college,yhc.edu,2,2015-11-22 - 2015-11-28,22
1,young harris college,yhc.edu,2,2015-11-29 - 2015-12-05,20
1,young harris college,yhc.edu,2,2015-12-06 - 2015-12-12,20
1,young harris college,yhc.edu,2,2015-12-13 - 2015-12-19,26
1,young harris college,yhc.edu,2,2015-12-20 - 2015-12-26,31
1,young harris college,yhc.edu,2,2015-12-27 - 2016-01-02,36
1,young harris college,yhc.edu,2,2016-01-03 - 2016-01-09,42
1,young harris college,yhc.edu,2,2016-01-10 - 2016-01-16,20
1,young harris college,yhc.edu,2,2016-01-17 - 2016-01-23,60
1,young harris college,yhc.edu,2,2016-01-24 - 2016-01-30,100
1,young harris college,yhc.edu,2,2016-01-31 - 2016-02-06,19
1,young harris college,yhc.edu,2,2016-02-07 - 2016-02-13,20
1,young harris college,yhc.edu,2,2016-02-14 - 2016-02-20,20
1,young harris college,yhc.edu,2,2016-02-21 - 2016-02-27,58
1,young harris college,yhc.edu,2,2016-02-28 - 2016-03-05,37
1,young harris college,yhc.edu,2,2016-03-06 - 2016-03-12,19
1,young harris college,yhc.edu,2,2016-03-13 - 2016-03-19,29
1,young harris college,yhc.edu,2,2016-03-20 - 2016-03-26,54
2,young harris college,yhc,3,2013-03-31 - 2013-04-06,51
2,young harris college,yhc,3,2013-04-07 - 2013-04-13,66
2,young harris college,yhc,3,2013-04-14 - 2013-04-20,61
2,young harris college,yhc,3,2013-04-21 - 2013-04-27,52
2,young harris college,yhc,3,2013-04-28 - 2013-05-04,80
2,young harris college,yhc,3,2013-05-05 - 2013-05-11,53
2,young harris college,yhc,3,2013-05-12 - 2013-05-18,37
2,young harris college,yhc,3,2013-05-19 - 2013-05-25,24
2,young harris college,yhc,3,2013-05-26 - 2013-06-01,23
2,young harris college,yhc,3,2013-06-02 - 2013-06-08,31
2,young harris college,yhc,3,2013-06-09 - 2013-06-15,23
2,young harris college,yhc,3,2013-06-16 - 2013-06-22,28
2,young harris college,yhc,3,2013-06-23 - 2013-06-29,30
2,young harris college,yhc,3,2013-06-30 - 2013-07-06,25
2,young harris college,yhc,3,2013-07-07 - 2013-07-13,32
2,young harris college,yhc,3,2013-07-14 - 2013-07-20,33
2,young harris college,yhc,3,2013-07-21 - 2013-07-27,39
2,young harris college,yhc,3,2013-07-28 - 2013-08-03,33
2,young harris college,yhc,3,2013-08-04 - 2013-08-10,42
2,young harris college,yhc,3,2013-08-11 - 2013-08-17,41
2,young harris college,yhc,3,2013-08-18 - 2013-08-24,69
2,young harris college,yhc,3,2013-08-25 - 2013-08-31,43
2,young harris college,yhc,3,2013-09-01 - 2013-09-07,49
2,young harris college,yhc,3,2013-09-08 - 2013-09-14,38
2,young harris college,yhc,3,2013-09-15 - 2013-09-21,67
2,young harris college,yhc,3,2013-09-22 - 2013-09-28,69
2,young harris college,yhc,3,2013-09-29 - 2013-10-05,50
2,young harris college,yhc,3,2013-10-06 - 2013-10-12,51
2,young harris college,yhc,3,2013-10-13 - 2013-10-19,64
2,young harris college,yhc,3,2013-10-20 - 2013-10-26,60
2,young harris college,yhc,3,2013-10-27 - 2013-11-02,47
2,young harris college,yhc,3,2013-11-03 - 2013-11-09,57
2,young harris college,yhc,3,2013-11-10 - 2013-11-16,75
2,young harris college,yhc,3,2013-11-17 - 2013-11-23,56
2,young harris college,yhc,3,2013-11-24 - 2013-11-30,48
2,young harris college,yhc,3,2013-12-01 - 2013-12-07,59
2,young harris college,yhc,3,2013-12-08 - 2013-12-14,82
2,young harris college,yhc,3,2013-12-15 - 2013-12-21,39
2,young harris college,yhc,3,2013-12-22 - 2013-12-28,24
2,young harris college,yhc,3,2013-12-29 - 2014-01-04,36
2,young harris college,yhc,3,2014-01-05 - 2014-01-11,31
2,young harris college,yhc,3,2014-01-12 - 2014-01-18,72
2,young harris college,yhc,3,2014-01-19 - 2014-01-25,59
2,young harris college,yhc,3,2014-01-26 - 2014-02-01,47
2,young harris college,yhc,3,2014-02-02 - 2014-02-08,52
2,young harris college,yhc,3,2014-02-09 - 2014-02-15,52
2,young harris college,yhc,3,2014-02-16 - 2014-02-22,65
2,young harris college,yhc,3,2014-02-23 - 2014-03-01,55
2,young harris college,yhc,3,2014-03-02 - 2014-03-08,37
2,young harris college,yhc,3,2014-03-09 - 2014-03-15,25
2,young harris college,yhc,3,2014-03-16 - 2014-03-22,39
2,young harris college,yhc,3,2014-03-23 - 2014-03-29,55
2,young harris college,yhc,3,2014-03-30 - 2014-04-05,39
2,young harris college,yhc,3,2014-04-06 - 2014-04-12,57
2,young harris college,yhc,3,2014-04-13 - 2014-04-19,49
2,young harris college,yhc,3,2014-04-20 - 2014-04-26,60
2,young harris college,yhc,3,2014-04-27 - 2014-05-03,47
2,young harris college,yhc,3,2014-05-04 - 2014-05-10,63
2,young harris college,yhc,3,2014-05-11 - 2014-05-17,33
2,young harris college,yhc,3,2014-05-18 - 2014-05-24,35
2,young harris college,yhc,3,2014-05-25 - 2014-05-31,29
2,young harris college,yhc,3,2014-06-01 - 2014-06-07,25
2,young harris college,yhc,3,2014-06-08 - 2014-06-14,26
2,young harris college,yhc,3,2014-06-15 - 2014-06-21,36
2,young harris college,yhc,3,2014-06-22 - 2014-06-28,24
2,young harris college,yhc,3,2014-06-29 - 2014-07-05,22
2,young harris college,yhc,3,2014-07-06 - 2014-07-12,34
2,young harris college,yhc,3,2014-07-13 - 2014-07-19,36
2,young harris college,yhc,3,2014-07-20 - 2014-07-26,29
2,young harris college,yhc,3,2014-07-27 - 2014-08-02,27
2,young harris college,yhc,3,2014-08-03 - 2014-08-09,33
2,young harris college,yhc,3,2014-08-10 - 2014-08-16,40
2,young harris college,yhc,3,2014-08-17 - 2014-08-23,84
2,young harris college,yhc,3,2014-08-24 - 2014-08-30,63
2,young harris college,yhc,3,2014-08-31 - 2014-09-06,37
2,young harris college,yhc,3,2014-09-07 - 2014-09-13,39
2,young harris college,yhc,3,2014-09-14 - 2014-09-20,49
2,young harris college,yhc,3,2014-09-21 - 2014-09-27,48
2,young harris college,yhc,3,2014-09-28 - 2014-10-04,46
2,young harris college,yhc,3,2014-10-05 - 2014-10-11,42
2,young harris college,yhc,3,2014-10-12 - 2014-10-18,58
2,young harris college,yhc,3,2014-10-19 - 2014-10-25,49
2,young harris college,yhc,3,2014-10-26 - 2014-11-01,50
2,young harris college,yhc,3,2014-11-02 - 2014-11-08,45
2,young harris college,yhc,3,2014-11-09 - 2014-11-15,71
2,young harris college,yhc,3,2014-11-16 - 2014-11-22,52
2,young harris college,yhc,3,2014-11-23 - 2014-11-29,39
2,young harris college,yhc,3,2014-11-30 - 2014-12-06,58
2,young harris college,yhc,3,2014-12-07 - 2014-12-13,65
2,young harris college,yhc,3,2014-12-14 - 2014-12-20,29
2,young harris college,yhc,3,2014-12-21 - 2014-12-27,37
2,young harris college,yhc,3,2014-12-28 - 2015-01-03,26
2,young harris college,yhc,3,2015-01-04 - 2015-01-10,65
2,young harris college,yhc,3,2015-01-11 - 2015-01-17,68
2,young harris college,yhc,3,2015-01-18 - 2015-01-24,56
2,young harris college,yhc,3,2015-01-25 - 2015-01-31,55
2,young harris college,yhc,3,2015-02-01 - 2015-02-07,41
2,young harris college,yhc,3,2015-02-08 - 2015-02-14,59
2,young harris college,yhc,3,2015-02-15 - 2015-02-21,61
2,young harris college,yhc,3,2015-02-22 - 2015-02-28,53
2,young harris college,yhc,3,2015-03-01 - 2015-03-07,45
2,young harris college,yhc,3,2015-03-08 - 2015-03-14,35
2,young harris college,yhc,3,2015-03-15 - 2015-03-21,47
2,young harris college,yhc,3,2015-03-22 - 2015-03-28,42
2,young harris college,yhc,3,2015-03-29 - 2015-04-04,59
2,young harris college,yhc,3,2015-04-05 - 2015-04-11,66
2,young harris college,yhc,3,2015-04-12 - 2015-04-18,58
2,young harris college,yhc,3,2015-04-19 - 2015-04-25,53
2,young harris college,yhc,3,2015-04-26 - 2015-05-02,51
2,young harris college,yhc,3,2015-05-03 - 2015-05-09,82
2,young harris college,yhc,3,2015-05-10 - 2015-05-16,36
2,young harris college,yhc,3,2015-05-17 - 2015-05-23,34
2,young harris college,yhc,3,2015-05-24 - 2015-05-30,16
2,young harris college,yhc,3,2015-05-31 - 2015-06-06,30
2,young harris college,yhc,3,2015-06-07 - 2015-06-13,41
2,young harris college,yhc,3,2015-06-14 - 2015-06-20,45
2,young harris college,yhc,3,2015-06-21 - 2015-06-27,36
2,young harris college,yhc,3,2015-06-28 - 2015-07-04,31
